Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [2525 Mini Shop],Price [2525 Mini Shop],In stock [2525 Mini Shop],Low stock [2525 Mini Shop],"Tax - ""消費税"" (8%)"
.bhaesajbody-whitening-lotion,10537,.BHAESAJBody Whitening Lotion,Cosmetic,,N,,,,,,,0,8850233260069,,,Y,Y,350,0.000,,Y
.clara-olepasta-saucesweet-style,10527,.Clara OlePASTA SAUCESweet Style,,,N,,,,,,,0,751075160303,,,Y,Y,185,0.000,,Y
.colgate®150gproven-cavity-protection,10544,.Colgate®150gProven Cavity Protection,Cosmetic,,N,,,,,,,0,8850006202012,,,Y,Y,950,0.000,0.000,Y
.crispy-frybreading-mixoriginal.粉末調味料,10520,.CRISPY FRYBREADING MIXOriginal.粉末調味料,ฟิลิบปิน,,N,,,,,,,88,4801958390108,,,Y,Y,150,0.000,0.000,Y
.maas-sadobo粉末調味料,10514,.Maas SADOBO粉末調味料,ฟิลิบปิน,,N,,,,,,,0,025407803504,,,Y,Y,190,13.000,,Y
.taoyeablok-deodorant--powder--แป้งระงับกลิ่นกาย,10552,.TAOYEABLOK DEODORANT -POWDER- แป้งระงับกลิ่นกาย,Cosmetic,,N,,,,,,,0,8857200098489,,,Y,Y,500,49.000,0.000,Y
.การ์นิเย่-ไบรท์-คอมพลีท-วิตามินซี-เซรั่ม-ครีม,10548,.การ์นิเย่ ไบรท์ คอมพลีท วิตามินซี เซรั่ม ครีม,Cosmetic,,N,,,,,,,0,8992304000010,,,Y,Y,230,0.000,0.000,Y
.ซันไล,10479,.ซันไล,,,N,,,,,,,0,4942355108375,,,Y,Y,130,0.000,0.000,Y
.นีเวียเพิร์ล-แอนด์-บิวตี้-โรลออน,10560,.นีเวียเพิร์ล แอนด์ บิวตี้ โรลออน,Cosmetic,,N,,,,,,,900,8850029212845,,,Y,Y,1200,1.000,,Y
.ยาสีฟันแอมเวย์薬用フッ素配合ハミガキ,10490,.ยาสีฟันแอมเวย์薬用フッ素配合ハミガキ,Cosmetic,,N,,,,,,,550,124114J,,,Y,Y,790,1.000,,Y
.สบู่อิงอร,10473,.สบู่อิงอร,Cosmetic,,N,,,,,,,0,8858587007132,,,Y,Y,550,0.000,0.000,Y
.แป้งเด็กแคร์,10471,.แป้งเด็กแคร์,Cosmetic,,N,,,,,,,800,8850006577073,,,Y,Y,1200,5.000,,Y
**ผักชีลาว,10898,**ผักชีลาว,ของสด,,N,,,,,,,0,,,,Y,Y,500,0.000,,Y
555hotsardines-in-tomato-sauce,10811,555HOTSARDINES IN TOMATO SAUCE,ฟิลิบปิน,,N,,,,,,,121,748485200026,,,Y,Y,200,0.000,0.000,Y
alaskaclassic-evaporated-filled-milk,10111,ALASKAClassic Evaporated Filled Milk,ฟิลิบปิน,,N,,,,,,,0,4800575110373,,,Y,Y,385,0.000,,Y
anchà-bôngruốc-thịt-đậm-đà,10782,AnCHÀ BÔNGRUỐC THỊT ĐẬM ĐÀ,สินค้าเวียดนาม,,N,,,,,,,390,8936036029932,,,Y,Y,650,6.000,0.000,Y
angelfuaporated-filled-milk,10110,AngelFuaporated Filled Milk,ฟิลิบปิน,,N,,,,,,,0,748485400617,,,Y,Y,275,0.000,0.000,Y
antidiarrheal,10877,ANTIDIARRHEAL,,,N,,,,,,,400,8857122450297,,,Y,Y,600,2.000,0.000,Y
babi-milddouble-milk,10742,Babi MildDouble Milk,Cosmetic,,N,,,,,,,800,8851123705813,,,Y,Y,1200,4.000,,Y
bagoong,10296,Bagoong,เครื่องปรุง,,N,,,,,,,0,4809012293044,,,Y,Y,420,0.000,0.000,Y
bagoongsautéed-shrimp-paste(classic),10809,BAGOONGSAUTÉED SHRIMP PASTE(CLASSIC),ฟิลิบปิน,,N,,,,,,,329,4809012293020,,,Y,Y,470,2.000,0.000,Y
baking-soda,10509,Baking soda,เครื่องใช้ในครัว,,N,,,,,,,522,8850358371350,,,Y,Y,680,3.000,,Y
banh-da-nem,10334,BANH DA NEM,สินค้าเวียดนาม,,N,,,,,,,105,8901016867385,,,Y,Y,150,8.000,,Y
bánh-dừa-cocool-sầu-riêng,10674,Bánh dừa cocool sầu riêng,สินค้าเวียดนาม,,N,,,,,,,108,8938544489642,,,Y,Y,180,6.000,0.000,Y
bánh-dừa-cocool-vị-xoài,10673,Bánh Dừa COCOOL VỊ Xoài,สินค้าเวียดนาม,,N,,,,,,,108,8938544489628,,,Y,Y,180,6.000,0.000,Y
banh-trang,10330,BANH TRANG,สินค้าเวียดนาม,,N,,,,,,,250,8938505644011,,,Y,Y,350,2.000,,Y
banh-trang-1,10332,BANH TRANG,สินค้าเวียดนาม,,N,,,,,,,220,8936181870991,,,Y,Y,350,1.000,,Y
barako-tmrich-&-strong-coffee,10797,Barako TMRICH & STRONG COFFEE,ฟิลิบปิน,,N,,,,,,,0,4806513742194,,,Y,Y,98,0.000,,Y
barona-kho-riêng(sauce-for-galangal-simmered-fish),10665,Barona KHO RIÊNG(SAUCE FOR GALANGAL SIMMERED FISH),สินค้าเวียดนาม,,N,,,,,,,0,8936028043205,,,Y,Y,120,3.000,0.000,Y
barona-nướng-muối-ớt,10571,Barona NƯỚNG MUỐI ỚT,สินค้าเวียดนาม,,N,,,,,,,0,8936028044318,,,Y,Y,120,6.000,0.000,Y
beauty-soap,10507,Beauty Soap,Cosmetic,,N,,,,,,,0,4901525011808,,,Y,Y,360,4.000,0.000,Y
belgisoft-wafflesbánh-trứng-sữa-mềm,10079,BelgiSOFT WAFFLESBánh Trứng Sữa Mềm,สินค้าเวียดนาม,,N,,,,,,,450,8935265210029,,,Y,Y,650,-2.000,0.000,Y
bim-bim-hương-bò-miếng,10783,Bim bim hương bò miếng,สินค้าเวียดนาม,,N,,,,,,,420,8938507891048,,,Y,Y,500,0.000,,Y
bo-kho,10324,BO KHO,สินค้าเวียดนาม,,N,,,,,,,0,8936028042376,,,Y,Y,120,0.000,0.000,Y
bolaขนม,10574,Bolaขนม,,,N,,,,,,,0,11641704,,,Y,Y,150,0.000,0.000,Y
bon!canxisandwich•-sốt-bơ-phô-mai-chà-bông-.,10027,BON!CANXISANDWICH• SỐT BƠ PHÔ MAI CHÀ BÔNG .,สินค้าเวียดนาม,,N,,,,,,,360,8936036029376,,,Y,Y,600,6.000,,Y
bún-bò-huế-vifon-65g(วิฟอนบะหมี่เนื้อแพค65g),10020,Bún Bò Huế Vifon 65g(วิฟอนบะหมี่เนื้อแพค65g),สินค้าเวียดนาม,,N,,,,,,,2190,,,,Y,Y,89,0.000,0.000,Y
bun-tuoi,10244,Bun tuoi,สินค้าเวียดนาม,,N,,,,,,,155,8934678030033,,,Y,Y,260,36.000,,Y
bun-tuoi-1,10253,Bun tuoi,อาหารจำพวกเส้น,,N,,,,,,,155,8932514138301,,,Y,Y,230,48.000,,Y
bún-tươi-cao-cấp-xuân-shop-(fresh-rice-vermicelli)เส้นหมี่สด,10001,BÚN TƯƠI CAO CẤP XUÂN SHOP (FRESH RICE VERMICELLI)เส้นหมี่สด,อาหารจำพวกเส้น,,N,,,,,,,98,,,,Y,Y,120,0.000,0.000,Y
c'estbon,11014,C'estBON,Snak,,N,,,,,,,0,8936036026153,,,Y,Y,500,2.000,,Y
c'estbon!phô-mai,10075,C'estBON!PHÔ MAI,สินค้าเวียดนาม,,N,,,,,,,290,8936036027464,,,Y,Y,500,4.000,,Y
cà-phê-g7-máy-bay,10669,Cà phê G7 máy bay,สินค้าเวียดนาม,,N,,,,,,,0,8935024143353,,,Y,Y,650,2.000,,Y
cà-phê-g7-máy-bay-1,10677,Cà phê G7 máy bay,สินค้าเวียดนาม,,N,,,,,,,2450,8935024123287,,,Y,Y,680,0.000,0.000,Y
cà-phê-g7-3in1,10670,Cà phê muối mr win,สินค้าเวียดนาม,,N,,,,,,,3150,8938551853061,,,Y,Y,750,0.000,0.000,Y
cà-phê-phố,10671,CÀ PHÊ PHỐ,สินค้าเวียดนาม,,N,,,,,,,0,8886300070125,,,Y,Y,580,8.000,,Y
caféphốaddedgold,11007,CaféPHỐADDEDGOLD,สินค้าเวียดนาม,,N,,,,,,,0,11748977,,,Y,Y,750,0.000,,Y
carabao,10450,Carabao,เครื่องดื่ม,,N,,,,,,,150,8855790000028,,,Y,Y,250,8.000,,Y
chacheer-coconut-flavor,11041,chacheer coconut flavor,Snak,,N,,,,,,,0,4942355188339,,,Y,Y,650,-1.000,,Y
chaokohcoconut-creamclassic-gold,10486,CHAOKOHCoconut CreamClassic Gold,เครื่องปรุง,,N,,,,,,,164,8850367992164,,,Y,Y,280,0.000,0.000,Y
cheesy-it,10093,Cheesy it,ฟิลิบปิน,,N,,,,,,,121,4800523220086,,,Y,Y,230,0.000,,Y
cheesy-o,10092,Cheesy O,ฟิลิบปิน,,N,,,,,,,121,4800216127012,,,Y,Y,230,0.000,,Y
chill-out-250ml,10032,chill out 250ml,เครื่องดื่ม,,N,,,,,,,1698,,,,Y,Y,200,0.000,,Y
chin-su,10362,Chin-Suホットチリソース,สินค้าเวียดนาม,,N,,,,,,,370,8936017360993,,,Y,Y,550,5.000,0.000,Y
chinese-braised-meat-sauce-for-braised-pork-with-eggsผงตุ๋นเนื้อ,10018,Chinese Braised Meat Sauce For Braised Pork with Eggsผงตุ๋นเนื้อ,สินค้าเวียดนาม,,N,,,,,,,99,8936028044356,,,Y,Y,220,14.000,0.000,Y
chow-mein-noodles-chili-mansi,10241,Chow Mein Noodles Chili Mansi,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,4807770272189,,,Y,Y,500,0.000,0.000,Y
chow-mein-noodles-chili-mansi-1,10265,Chow Mein Noodles Chili Mansi,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,4807770270291,,,Y,Y,98,0.000,0.000,Y
chow-mein-noodles-hot-chilli,10245,Chow Mein Noodles Hot Chilli,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,4807770272172,,,Y,Y,500,0.000,0.000,Y
chow-mein-noodles-hot-chilli-1,10264,Chow Mein Noodles Hot Chilli,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,4807770271229,,,Y,Y,98,0.000,,Y
chow-mein-noodles-kalamansi,10240,Chow Mein Noodles Kalamansi,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,4807770275593,,,Y,Y,500,0.000,0.000,Y
chow-mein-noodles-kalamansi-1,10262,Chow Mein Noodles Kalamansi,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,4807770270123,,,Y,Y,98,0.000,0.000,Y
chow-mein-noodles-sweet-spicy,10239,Chow Mein Noodles Sweet Spicy,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,4807770272578,,,N,Y,500,,,Y
chow-mein-noodles-sweet-spicy-1,10266,Chow Mein Noodles Sweet Spicy,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,4807770272554,,,Y,Y,98,0.000,0.000,Y
chúc-mừng-năm-mới,10242,Chúc Mừng Năm Mới,ของสด,,N,,,,,,,0,8938544965115,,,Y,Y,700,0.000,,Y
chuckie,10120,Chuckie,ฟิลิบปิน,,N,,,,,,,149,4800361015400,,,Y,Y,230,0.000,,Y
clover-chips-(barbecue)corn-snacks,10098,CLOVER CHIPS (BARBECUE)CORN SNACKS,ฟิลิบปิน,,N,,,,,,,0,4800216110113,,,Y,Y,265,0.000,,Y
clover-chips-(cheesier)corn-snacks,10126,CLOVER CHIPS (CHEESIER)CORN SNACKS,ฟิลิบปิน,,N,,,,,,,186,4800216110014,,,Y,Y,265,0.000,0.000,Y
coconut-cracker,10395,Coconut Cracker,Snak,,N,,,,,,,220,8938544489062,,,Y,Y,290,0.000,0.000,Y
coconut-cracker-1,10688,COCONUT CRACKER,Snak,,N,,,,,,,108,8938544489611,,,Y,Y,180,3.000,0.000,Y
coconut-cracker-with-coffee,10123,COCONUT CRACKER WITH COFFEE,Snak,,N,,,,,,,108,8938544489635,,,Y,Y,180,2.000,0.000,Y
coconut-cracker-with-mung-bean,10393,Coconut Cracker with Mung Bean,Snak,,N,,,,,,,220,8938544489093,,,Y,Y,290,1.000,0.000,Y
coconut-cracker-with-peanut,10394,Coconut Cracker with Peanut,Snak,,N,,,,,,,220,8938544489079,,,Y,Y,290,0.000,,Y
coconut-milk--(real-thai),11005,Coconut Milk  (Real thai),เครื่องแกง,,N,,,,,,,335,8858135005306,,,Y,Y,440,12.000,,Y
codomo-powder,10038,Codomo Powder,Cosmetic,,N,,,,,,,0,,,,Y,Y,200,0.000,0.000,Y
colgate®140gproven-cavity-protection,10543,Colgate®140gProven Cavity Protection,,,N,,,,,,,0,8850006272015,,,Y,Y,950,0.000,0.000,Y
com-me,10359,COM ME,สินค้าเวียดนาม,,N,,,,,,,0,8938530224158,,,Y,Y,259,0.000,,Y
cozy-trà-đào-sa,11049,Cozy TRÀ ĐÀO SA,เครื่องดื่ม,,N,,,,,,,0,8936010532144,,,Y,Y,variable,5.000,,Y
crispy-frybreading-mixspicy,10521,CRISPY FRYBREADING MIXSpicy,ฟิลิบปิน,,N,,,,,,,88,4801958391105,,,Y,Y,150,0.000,0.000,Y
cussonsimperial-leather,10536,CussonsIMPERIAL LEATHER,,,N,,,,,,,0,8888103000613,,,Y,Y,350,3.000,0.000,Y
dam-dac,10367,Dam Dac,สินค้าเวียดนาม,,N,,,,,,,0,8936134361439,,,Y,Y,400,0.000,0.000,Y
datu-puti-1l,10299,Datu Puti 1L,,,N,,,,,,,0,13190873,,,Y,Y,595,0.000,,Y
datu-puti-385-ml,10298,Datu Puti 385 ml,,,N,,,,,,,0,737964001018,,,Y,Y,250,0.000,0.000,Y
datu-putispiced-vinegar,10773,DATU PUTISPICED VINEGAR,,,N,,,,,,,0,737964000813,,,Y,Y,595,0.000,0.000,Y
dau-den,10273,Dau Den,วัตถุดิบของหวาน,,N,,,,,,,0,1111111113813,,,Y,Y,398,0.000,,Y
dau-xanh-boc-vo,10275,Dau Xanh Boc Vo,วัตถุดิบของหวาน,,N,,,,,,,0,1111111111697,,,Y,Y,290,0.000,0.000,Y
dau-xanh-nguyen-hat,10274,Dau Xanh Nguyen Hat,วัตถุดิบของหวาน,,N,,,,,,,0,1111111112137,,,Y,Y,variable,0.000,0.000,Y
decolgen-prin,10060,Decolgen prin,,,N,,,,,,,0,8851824336378,,,Y,Y,350,6.000,0.000,Y
dee-weesizzling-bbqflavored-snack,10807,Dee WeeSIZZLING BBQFlavored Snack,ฟิลิบปิน,,N,,,,,,,121,4800523220048,,,Y,Y,230,0.000,,Y
dried-noodles-vifon(ヴィフォン-ドライペッパー),10024,Dried Noodles VIFON(ヴィフォン ドライペッパー),สินค้าเวียดนาม,,N,,,,,,,420,,,,Y,Y,510,5.000,0.000,Y
drum,11052,Drum,,,N,,,,,,,500,8859873200022,,,Y,Y,650,14.000,,Y
exitnever-stopclear-&-protectroll-on,10562,EXITNEVER STOPCLEAR & PROTECTROLL ON,Cosmetic,,N,,,,,,,880,8851123766258,,,Y,Y,1000,0.000,0.000,Y
exitultra-blueroll-oncool&-protect,10717,EXITULTRA BLUEROLL ONCOOL& PROTECT,Cosmetic,,N,,,,,,,880,8851123761765,,,Y,Y,1000,0.000,0.000,Y
fami,11094,Fami,เครื่องดื่ม,,N,,,,,,,0,8934614030844,,,Y,Y,85,8.000,,Y
fami-(soy-mile),10828,fami (soy mile),สินค้าเวียดนาม,,N,,,,,,,0,,,,Y,Y,480,0.000,,Y
fami-sữa-đậu-nành-vị-sữa-dừa,11050,Fami SỮA ĐẬU NÀNH VỊ SỮA DỪA,สินค้าเวียดนาม,,N,,,,,,,0,8934614030844,,,Y,Y,variable,10.000,,Y
fanta,11054,fanta,,,N,,,,,,,143,8851959132180,,,Y,Y,210,25.000,,Y
fish-crackers-hot-&spices,10094,FISH CRACKERS Hot &SPICES,ฟิลิบปิน,,N,,,,,,,181,4806505854782,,,Y,Y,350,0.000,0.000,Y
fish-crackers-vinegar-&-salt,10802,FISH CRACKERS VINEGAR & SALT,ฟิลิบปิน,,N,,,,,,,181,4806505854775,,,Y,Y,350,0.000,0.000,Y
flavored-jelly-powder-buko-pandan,10529,FLAVORED JELLY POWDER Buko Pandan,,,N,,,,,,,0,4809013526271,,,Y,Y,130,3.000,0.000,Y
florence-in-syrupnata-de-coco,10255,FLORENCE IN SYRUPNATA DE COCO,ฟิลิบปิน,,N,,,,,,,278,4804888777971,,,Y,Y,380,3.000,,Y
florence-palm-nutin-syrupkaong,10804,FLORENCE PALM NUTIN SYRUPKAONG,ฟิลิบปิน,,N,,,,,,,227,4804888777452,,,Y,Y,380,5.000,,Y
flranchocorned-beef,10813,FLRANCHOCORNED BEEF,ฟิลิบปิน,,N,,,,,,,186,4800088125031,,,Y,Y,300,0.000,0.000,Y
gần-bỏ-hằng-đại,10706,Gần bỏ hằng đại,Snak,,N,,,,,,,280,8938507891666,,,Y,Y,500,-3.000,0.000,Y
garnier-men-เทอร์โบไบรท์,10922,GARNIER MEN เทอร์โบไบรท์,Cosmetic,,N,,,,,,,0,8992304056116,,,Y,Y,300,5.000,0.000,Y
garnier-skin-naturals,10546,GARNIER SKIN NATURALS,Cosmetic,,N,,,,,,,0,8850434173670,,,Y,Y,230,0.000,,Y
gic-taiゾータイหมูยอรวม,10236,GIC TAIゾータイหมูยอรวม,สินค้าเวียดนาม,,N,,,,,,,850,4903050452156,,,Y,Y,990,1.000,,Y
ginisaflavor-seasoning-mix,10525,GiniSAFLAVOR SEASONING MIX,,,N,,,,,,,0,4801958911006,,,Y,Y,98,0.000,0.000,Y
giò-bòゾーボー,10178,GIÒ BÒゾーボー,ของสด,,N,,,,,,,890,4903050452217,,,Y,Y,1050,8.000,,Y
giò-lụalá-chuciバナナ葉っぱ巻き,10181,GIÒ LỤALÁ CHUCIバナナ葉っぱ巻き,สินค้าเวียดนาม,,N,,,,,,,850,4903050452163,,,Y,Y,990,9.000,,Y
hằng-đại,10784,Hằng Đại,สินค้าเวียดนาม,,N,,,,,,,130,8938507891079,,,Y,Y,200,0.000,,Y
hao-hao-kimchi,10263,Hao Hao Kimchi,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,8934563185152,,,Y,Y,98,0.000,,Y
hao-hao-mi-tom-chua-cay,10269,Hao Hao Mi Tom Chua Cay,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,62,8934563138165,,,Y,Y,98,29.000,,Y
head-&-shouldersanti-dandruff-shampoo,10542,head & shouldersANTI-DANDRUFF SHAMPOO,Cosmetic,,N,,,,,,,0,4902430430999,,,Y,Y,1500,0.000,,Y
head-&-shouldersanti-dandruff-shampoo-1,10712,head & shouldersANTI-DANDRUFF SHAMPOO,Cosmetic,,N,,,,,,,1000,4902430565578,,,Y,Y,1500,0.000,0.000,Y
head-&-shouldersanti-dandruff-shampoocool-menthol,10817,head & shouldersANTI-DANDRUFF SHAMPOOCOOL MENTHOL,Cosmetic,,N,,,,,,,1000,4902430281331,,,Y,Y,1500,3.000,,Y
huntstomato-sauce,10528,HuntsTomato Sauce,,,N,,,,,,,0,4800022030209,,,Y,Y,159,0.000,0.000,Y
ing-onสบู่สมุนไพรมะขามผสมน้ำผึ้ง,10714,ING ONสบู่สมุนไพรมะขามผสมน้ำผึ้ง,Cosmetic,,N,,,,,,,400,8858587001246,,,Y,Y,550,0.000,0.000,N
instant-brown-rice-noodle-crab-flavor(bánh-đa-cua),10021,INSTANT BROWN RICE NOODLE CRAB FLAVOR(BÁNH ĐA CUA),สินค้าเวียดนาม,,N,,,,,,,1980,,,,Y,Y,89,0.000,0.000,Y
instant-rice-vermice-pork-knuckles-flav(bún-giò-heo),10026,INSTANT RICE VERMICE PORK KNUCKLES FLAV(Bún GIÒ Heo),สินค้าเวียดนาม,,N,,,,,,,2280,,,,Y,Y,98,0.000,0.000,Y
bar-soap,10036,"Kao White Refresh Citrus Scent, Bath Size, 4.6 oz (130 g)",สบู่,,N,,,,,,,948,4901301310361,,,Y,Y,110,1.000,0.000,Y
knor-steak-meat-spice(คนอร์-สเต็ก),10003,KNOR STEAK MEAT SPICE(คนอร์ สเต็ก),สินค้าเวียดนาม,,N,,,,,,,68,,,,Y,Y,89,0.000,0.000,Y
knor-veitgap,10364,Knor VeitGAP,สินค้าเวียดนาม,,N,,,,,,,237,8934707029137,,,Y,Y,450,9.000,,Y
knor-レモン·ハウダー,10087,KNOR レモン·ハウダー,เครื่องปรุง,,N,,,,,,,287,,,,Y,Y,298,24.000,0.000,Y
knorr-chicken-broth-cubes,10800,Knorr CHICKEN BROTH CUBES,ฟิลิบปิน,,N,,,,,,,149,4800888601025,,,Y,Y,230,-1.000,,Y
knorr-pork-broth-cubes,10799,Knorr PORK BROTH CUBES,ฟิลิบปิน,,N,,,,,,,149,4800888601070,,,Y,Y,230,1.000,0.000,Y
knorrbeef-broth-cubes,10523,KnorrBEEF BROTH CUBES,ฟิลิบปิน,,N,,,,,,,149,4800888600998,,,Y,Y,230,13.000,0.000,Y
lạc-tươi-chuẩn-organic300g(boiledpeanut),10871,lạc tươi chuẩn Organic300g(BOILEDPEANUT),FROZEN,,N,,,,,,,240,4580781010352,,,Y,Y,360,41.000,,Y
ladies-kaminomoto-hg,10504,LADIES KAMINOMOTO HG,Cosmetic,,N,,,,,,,0,4987046100641,,,Y,Y,2500,6.000,0.000,Y
lemon-green-tea,10777,LEMON GREEN TEA,เครื่องดื่ม,,N,,,,,,,90,8936193070013,,,Y,Y,160,0.000,,Y
ตะใคร,10641,LEMONGRASS(レモングラス),ของสด,,N,,,,,,,0,8938554766139,,,Y,Y,350,0.000,,Y
lence-flor-palm-nut-in-syrup-kaong,10489,LENCE FLOR PALM NUT in syrup KAONG,ฟิลิบปิน,,N,,,,,,,227,4804888777483,,,Y,Y,380,7.000,,Y
ligosardines-in-tomato-sauce,10814,LigoSARDINES in Tomato Sauce,ฟิลิบปิน,,N,,,,,,,130,4800163443043,,,Y,Y,240,0.000,0.000,Y
ligosardinesin-tomato-sauce-chili-added,10812,LigoSARDINESin Tomato Sauce Chili Added,ฟิลิบปิน,,N,,,,,,,121,4800163443036,,,Y,Y,240,0.000,0.000,Y
longaniza-pampanga's-best,10815,LONGANIZA Pampanga's BEST,ฟิลิบปิน,,N,,,,,,,593,4580713890038,,,Y,Y,850,1.000,0.000,Y
lottegreen-gum,10500,LOTTEGREEN GUM,,,N,,,,,,,0,49368307,,,Y,Y,120,1.000,0.000,Y
lucky-star-chả-giò-nhân-tôm,10672,Lucky star chả giò nhân tôm,สินค้าเวียดนาม,,N,,,,,,,1100,8938545096092,,,Y,Y,150,1.000,0.000,Y
lukby,11048,lukby,FROZEN,,N,,,,,,,715,8858771600620,,,Y,Y,1000,39.000,,Y
lux-gluta-clear-glow-soapลักส์-สบู่กลูต้า-เคลียร์-โกลว์,10566,LUX Gluta Clear Glow Soapลักส์ สบู่กลูต้า เคลียร์ โกลว์,,,N,,,,,,,0,8851932470865,,,Y,Y,350,3.000,0.000,Y
m-150,10978,m 150,เครื่องดื่ม,,N,,,,,,,0,,,,Y,Y,2000,0.000,,Y
m150,10452,m150,เครื่องดื่ม,,N,,,,,,,109,4573224090196,,,Y,Y,180,53.000,,Y
maggi,10368,Maggi,สินค้าเวียดนาม,,N,,,,,,,0,8934804020402,,,Y,Y,525,0.000,0.000,Y
maggie-savor-calamansi,10086,MAGGIE SAVOR CALAMANSI,เครื่องปรุง,,N,,,,,,,0,4800361316934,,,Y,Y,350,4.000,0.000,Y
maggie-savor-calamansi-1,10088,MAGGIE SAVOR CALAMANSI,เครื่องปรุง,,N,,,,,,,0,4800361050104,,,Y,Y,350,0.000,0.000,Y
maggie-savor-calamansi-2,10322,MAGGIE SAVOR CALAMANSI,,,N,,,,,,,0,7039643165602,,,Y,Y,350,3.000,0.000,Y
maggimas-pinasarapmay-dagdag-linammagic-sarap,10803,MaggiMAS PINASARAPMAY DAGDAG LINAMMAGIC SARAP,ฟิลิบปิน,,N,,,,,,,121,4800361420129,,,Y,Y,175,0.000,0.000,Y
mamatomyamkung,11020,mamatomyamkung,,,N,,,,,,,77,https://mama.sahapat.com/pack/shrimptomyum,,,N,Y,100,,,Y
manas-sita'smenudo/afritada-mix,10513,Manas Sita'sMENUDO/AFRITADA mix,ฟิลิบปิน,,N,,,,,,,145,025407805201,,,Y,Y,210,7.000,0.000,Y
mang--tomassigahot-&-spicy,10810,MANG  TOMASSIGAHOT & SPICY,ฟิลิบปิน,,N,,,,,,,440,4801668100288,,,Y,Y,630,0.000,0.000,Y
mang-tomas,10295,Mang Tomas,เครื่องปรุง,,N,,,,,,,440,4801668100264,,,Y,Y,630,0.000,0.000,Y
marstaskare-kare粉末スープの素,10512,MarstasKARE-KARE粉末スープの素,ฟิลิบปิน,,N,,,,,,,0,025407803313,,,Y,Y,190,6.000,0.000,Y
mi-lau-thai,10267,Mi Lau Thai,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,40,8934563122164,,,Y,Y,68,28.000,,Y
miến-phú--hương-(วุ้นเส้นภู่ฮวง),10022,Miến phú  hương (วุ้นเส้นภู่ฮวง),สินค้าเวียดนาม,,N,,,,,,,3480,,,,Y,Y,175,0.000,0.000,Y
mini-waffer-durian,10384,Mini Waffer Durian,Snak,,N,,,,,,,313,838452006482,,,Y,Y,500,9.000,,Y
minidoz,10068,Minidoz,,,N,,,,,,,0,8858741500288,,,Y,Y,2000,0.000,0.000,Y
mistineladycatenaturalbalance-hygieniccleanser,10748,MistineLadycateNATURALBALANCE HYGIENICCLEANSER,Cosmetic,,N,,,,,,,500,8859178745341,,,Y,Y,700,0.000,0.000,Y
mmccormick-caldereta-recipe-mix粉末調味料,10515,MMcCormick Caldereta Recipe Mix粉末調味料,,,N,,,,,,,0,052100056289,,,Y,Y,180,5.000,0.000,Y
mother's-besthes-breading-mix,10522,Mother's Besthes Breading Mix,ฟิลิบปิน,,N,,,,,,,0,4800068011101,,,Y,Y,150,0.000,0.000,Y
nam-ngư-chin-su,10660,Nam Ngư Chin-su,สินค้าเวียดนาม,,N,,,,,,,7686,8936136163314,,,Y,Y,690,8.000,0.000,Y
nem-chuaネムチュア,10781,NEM CHUAネムチュア,สินค้าเวียดนาม,,N,,,,,,,790,4903050452248,,,Y,Y,880,4.000,0.000,Y
nescafe-espresso-roast,10856,NESCAFE ESPRESSO ROAST,เครื่องดื่ม,,N,,,,,,,1000,8850127004410,,,Y,Y,2500,1.000,0.000,Y
nescafe-less-sugarนํ้าตาลน้อยลง,10859,NESCAFE LESS SUGARนํ้าตาลน้อยลง,เครื่องดื่ม,,N,,,,,,,1000,8850125078925,,,Y,Y,2500,2.000,0.000,Y
nescafe-rich-aroma-ริช-อโรมา,10858,NESCAFE RICH AROMA ริช อโรมา,เครื่องดื่ม,,N,,,,,,,1000,8850127004397,,,Y,Y,2500,1.000,0.000,Y
nestle-nesvita-น้ำตาลน้อย,10860,Nestle Nesvita น้ำตาลน้อย,เครื่องดื่ม,,N,,,,,,,1000,8850127003574,,,Y,Y,1560,1.000,0.000,Y
nestle-nesvita-รสดั้งเดิม,10861,Nestle Nesvita รสดั้งเดิม,เครื่องดื่ม,,N,,,,,,,1000,8850127003505,,,Y,Y,1820,0.000,0.000,Y
nestle-nesvita-รสลาเต้,10862,Nestle Nesvita รสลาเต้,เครื่องดื่ม,,N,,,,,,,1000,8850011071672,,,Y,Y,1560,1.000,0.000,Y
nestle.milo,10037,Nestle.MILO,Snak,,N,,,,,,,0,8850127009521,,,Y,Y,650,3.000,0.000,Y
nestle.nesvita,10048,Nestle.Nesvita,Snak,,N,,,,,,,0,8850125075481,,,Y,Y,650,4.000,0.000,Y
