Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [2525 Mini Shop],Price [2525 Mini Shop],In stock [2525 Mini Shop],Low stock [2525 Mini Shop],"Tax - ""消費税"" (8%)"
ปลากรอบ,10924,ปลากรอบ,ของตากแห้ง,,N,,,,,,,0,,,,Y,Y,850,9.000,0.000,Y
ปลากรอบตราเรือทอง-1,10081,ปลากรอบตราเรือทอง,Snak,,N,,,,,,,4500,8852740001746,,,Y,Y,600,0.000,0.000,Y
ปลากระป๋อง3แม่ครัว(แบบแพค),10930,ปลากระป๋อง3แม่ครัว(แบบแพค),หมวดกระป๋อง,,N,,,,,,,0,,,,Y,Y,2500,11.000,0.000,Y
ปลากระป๋องซาดีนตราปลายิ้ม,10288,ปลากระป๋องซาดีนตราปลายิ้ม,หมวดกระป๋อง,,N,,,,,,,0,8850088000490,,,Y,Y,220,-1.000,0.000,Y
ปลากระป๋องบาร์บีคิวฟิลิปปินส์,10301,ปลากระป๋องบาร์บีคิวฟิลิปปินส์,หมวดกระป๋อง,,N,,,,,,,0,748485200989,,,N,Y,200,,,Y
ปลากระป๋องสามแม่ครัว,10114,ปลากระป๋องสามแม่ครัว,หมวดกระป๋อง,,N,,,,,,,183,8850153533090,,,Y,Y,260,68.000,,Y
ปลากระป๋องโรซ่า-1,10129,ปลากระป๋องโรซ่า,หมวดกระป๋อง,,N,,,,,,,228,,,,Y,Y,290,0.000,0.000,Y
ปลาจ่อมตลาดไท,10185,ปลาจ่อมตลาดไท,เครื่องปรุง,,N,,,,,,,270,8858771600910,,,Y,Y,450,7.000,0.000,Y
ปลาช่อนแช่แข็ง冷凍スネークヘッドフィッシュ,10431,ปลาช่อนแช่แข็ง冷凍スネークヘッドフィッシュ,FROZEN,,N,,,,,,,0,8858771600224,,,Y,Y,0,29.000,,Y
ปลาซาร์ดันโรซ่า-กลม,11109,ปลาซาร์ดันโรซ่า กลม,,,N,,,,,,,160,8850511121266,,,Y,Y,260,45.000,,Y
ปลาดุกตัว(冷凍ナマズ),10432,ปลาดุกตัว(冷凍ナマズ),FROZEN,,N,,,,,,,7000,8858771600262,,,Y,Y,variable,1.000,,Y
ปลาดุกหั่น(なまず-(ぶつ切り),10430,ปลาดุกหั่น(なまず (ぶつ切り),FROZEN,,N,,,,,,,0,8858265000769,,,Y,Y,790,5.000,0.000,Y
ปลาดุกหั่นตลาดไท,10130,ปลาดุกหั่นตลาดไท,FROZEN,,N,,,,,,,550,8858771600224,,,Y,Y,790,20.000,,Y
ปลาทูนึ่งfrozen-steam-pacific-bonito,10125,ปลาทูนึ่งFROZEN STEAM PACIFIC BONITO,FROZEN,,N,,,,,,,0,,,,Y,Y,750,0.000,,Y
ปลาทูนึ่งตลาดไท冷凍スチームパシフィックボニート,10596,ปลาทูนึ่งตลาดไท冷凍スチームパシフィックボニート,FROZEN,,N,,,,,,,671,8858771600392,,,Y,Y,950,0.000,,Y
ปลานิลตัว(冷凍ティラピア),10433,ปลานิลตัว(冷凍ティラピア),FROZEN,,N,,,,,,,0,8858771600149,,,Y,Y,variable,0.000,,Y
ปลานิลตัว500-800gティラピア,10692,ปลานิลตัว500-800gティラピア,FROZEN,,N,,,,,,,6500,8858771600064,,,Y,Y,variable,-2.000,,Y
น้ำปลาร้า-ไมค์แซ่บ-330-ml,10202,ปลาร้า ไมค์แซ่บ 330 ml加工魚醬(ナムブララー),ปลาร้า,,N,,,,,,,357,8858981500901,,,Y,Y,550,7.000,,Y
ปลาร้ากาญจนา,11061,ปลาร้ากาญจนา,เครื่องปรุง,,N,,,,,,,342,8858265000752,,,Y,Y,450,10.000,,Y
ปลาร้าซุปเปอร์แซป(สตรูแซปนัว,10701,ปลาร้าซุปเปอร์แซป(สตรูแซปนัว,ปลาร้า,,N,,,,,,,324,8857127619903,,,Y,Y,450,-10.000,,Y
ปลาร้าซุปเปอร์แซป(แซปโหน่ง),10700,ปลาร้าซุปเปอร์แซป(แซปโหน่ง),ปลาร้า,,N,,,,,,,331,8857127619927,,,Y,Y,450,20.000,,Y
ปลาร้าตำมั่ว,10121,ปลาร้าตำมั่ว,ปลาร้า,,N,,,,,,,389,8858826900378,,,Y,Y,650,11.000,,Y
ปลาร้าตำมั่ว-1,11059,ปลาร้าตำมั่ว,เครื่องปรุง,,N,,,,,,,550,8858826900378,,,Y,Y,650,24.000,,Y
ปลาร้าทอด,10607,ปลาร้าทอด,ปลาร้า,,N,,,,,,,3000,8857125788816,,,Y,Y,500,0.000,0.000,Y
ปลาร้านางฟ้า,10201,ปลาร้านางฟ้า,ปลาร้า,,N,,,,,,,445,8857200247689,,,Y,Y,600,17.000,,Y
เนื้อปลาร้าบด-100-กรัม,10198,ปลาร้าบด 100 กรัม発酵魚,ปลาร้า,,N,,,,,,,477,8858826900194,,,Y,Y,630,14.000,,Y
ปลาร้าบองปลาร้าดองรสเด็ด,10017,ปลาร้าบองปลาร้าดองรสเด็ด,เครื่องแกง,,N,,,,,,,400,8857125788892,,,Y,Y,500,0.000,0.000,Y
ปลาร้าปลากระดี่,10204,ปลาร้าปลากระดี่,ปลาร้า,,N,,,,,,,0,8858265000691,,,Y,Y,550,12.000,0.000,Y
ปลาร้าปลากระดี่ตลาดไท,10205,ปลาร้าปลากระดี่ตลาดไท,ปลาร้า,,N,,,,,,,410,8858771600811,,,Y,Y,580,19.000,,Y
ปลาร้าปลาช่อนตลาดไท,10207,ปลาร้าปลาช่อนกาญจนา,ปลาร้า,,N,,,,,,,0,8858265000707,,,Y,Y,650,26.000,0.000,Y
ปลาร้าปลาสร้อยตลาดไท,10206,ปลาร้าปลาสร้อยตลาดไท,ปลาร้า,,N,,,,,,,0,8858771600071,,,Y,Y,550,1.000,0.000,Y
ปลาร้าหนองกรุงศรี,10723,ปลาร้าหนองกรุงศรี,เครื่องปรุง,,N,,,,,,,0,,,,Y,Y,650,2.000,0.000,Y
ปลาร้าอีสานพาสวบナムプラーラー・ソムダム,10461,ปลาร้าอีสานพาสวบナムプラーラー・ソムダム,ปลาร้า,,N,,,,,,,440,8857127672106,,,Y,Y,600,16.000,,Y
ปลาร้าเค็มตลาดไท(冷凍-塩蔵ティラピア),10419,ปลาร้าเค็มตลาดไท(冷凍 塩蔵ティラピア),,,N,,,,,,,0,8858771600484,,,Y,Y,750,20.000,0.000,Y
ปลาร้าแม่บุญล้ำ(ฝาเหลือง),10818,ปลาร้าแม่บุญล้ำ(ฝาเหลือง),ปลาร้า,,N,,,,,,,383,8858981500031,,,Y,Y,550,-1.000,,Y
ปลาร้าแม่บุญล้ำฝาแดง,10874,ปลาร้าแม่บุญล้ำฝาแดง,ปลาร้า,,N,,,,,,,367,8858981501311,,,Y,Y,550,22.000,,Y
ปลาร้าแม่บุญล้ำナムプラーラー・,10462,ปลาร้าแม่บุญล้ำナムプラーラー・(ฝาแดง),ปลาร้า,,N,,,,,,,383,8858981500680,,,Y,Y,550,0.000,,Y
ปลาร้าแม่อิพิมナムプラーラー・,10463,ปลาร้าแม่อิพิมナムプラーラー・,ปลาร้า,,N,,,,,,,455,8857200444613,,,Y,Y,650,-12.000,,Y
ปลาร้าแม่เหรียญナムプラーラー・,10464,ปลาร้าแม่เหรียญナムプラーラー・,ปลาร้า,,N,,,,,,,391,8857200292405,,,Y,Y,550,12.000,,Y
ปลาวง,10839,ปลาวง,ของตากแห้ง,,N,,,,,,,400,,,,Y,Y,650,2.000,0.000,Y
ปลาส้ม-(ปลาตะเพียน)แม่เตี้ย,10879,ปลาส้ม (ปลาตะเพียน)แม่เตี้ย,FROZEN,,N,,,,,,,1000,8855550007021,,,Y,Y,1500,2.000,0.000,Y
ปลาส้มสุนี(丸ごと発酵させた魚),10429,ปลาส้มสุนี(丸ごと発酵させた魚),FROZEN,,N,,,,,,,594,8854885000592,,,Y,Y,850,13.000,,Y
ปลาสลิด-กาญจนา-パセリ(ゲラミーフィッシュ)-ハーフドライ,10405,ปลาสลิด กาญจนา パセリ(ゲラミーフィッシュ) ハーフドライ,,,N,,,,,,,0,8858265000844,,,Y,Y,1050,6.000,0.000,Y
ปลาสลิด-ตลาดไทfrozen-gourami-fish,10127,ปลาสลิด ตลาดไทFROZEN GOURAMI FISH,FROZEN,,N,,,,,,,638,8858771600071,,,Y,Y,950,7.000,,Y
ปลาสะวายย่าง,10101,ปลาสะวายย่าง,ของตากแห้ง,,N,,,,,,,4320,,,,Y,Y,350,0.000,0.000,Y
ปลาสะวายแช่แข็ง(.冷凍バサ魚),10426,ปลาสะวายแช่แข็ง(.冷凍バサ魚),FROZEN,,N,,,,,,,256,4580781010093,,,Y,Y,450,21.000,,Y
ปลาหมึกกรอบแช่แข็ง,10633,ปลาหมึกกรอบแช่แข็ง,ของสด,,N,,,,,,,3000,,,,Y,Y,1000,0.000,0.000,Y
ปลาหมึกกล้วย,11121,ปลาหมึกกล้วย,ของตากแห้ง,,N,,,,,,,500,,,,Y,Y,650,5.000,,Y
ปลาหมึกแช่แข็ง(冷凍タコ),10402,ปลาหมึกแช่แข็ง(冷凍タコ),,,N,,,,,,,0,4595120341639,,,Y,Y,1150,10.000,0.000,Y
ปลาหมึกแผ่น,11120,ปลาหมึกแผ่น,ของตากแห้ง,,N,,,,,,,500,,,,Y,Y,650,11.000,,Y
ปลาหวานทรงเครื่อง,10885,ปลาหวานทรงเครื่อง,ขนม,,N,,,,,,,450,202002,,,Y,Y,650,4.000,0.000,Y
ปลาหวานแผ่น,11131,ปลาหวานแผ่น,ขนม,,N,,,,,,,450,8857121713973,,,Y,Y,650,0.000,,Y
ปลาอินทรีเค็ม(塩サバ),10434,ปลาอินทรีเค็ม(塩サバ),,,N,,,,,,,0,8851035408031,,,Y,Y,700,3.000,0.000,Y
ปลาแห้งวง,10630,ปลาแห้ง,ปลาหมึกแห้ง,,N,,,,,,,450,,,,Y,Y,650,2.000,,Y
ปลีกระป๋อง,10378,ปลีกระป๋อง,หมวดกระป๋อง,,N,,,,,,,0,8850649009399,,,Y,Y,349,11.000,0.000,Y
ป๊อก109,10745,ป๊อก109,,,N,,,,,,,600,8857121139025,,,Y,Y,800,1.000,0.000,Y
ป๊อกกี้-รสทุเรียน,10392,ป๊อกกี้ รสทุเรียน,Snak,,N,,,,,,,0,00120852,,,Y,Y,200,0.000,0.000,Y
ป๊อกกี้รสทุเรียน,10475,ป๊อกกี้รสทุเรียน,,,N,,,,,,,0,8851019001784,,,Y,Y,200,1.000,0.000,Y
ปอเปี๊ยะเจวียดนาม,11097,ปอเปี๊ยะเจวียดนาม,อาหารแห้ง,,N,,,,,,,250,8938505644844,,,Y,Y,330,5.000,,Y
ปาร์ตี้ครองแครง,10385,ปาร์ตี้ครองแครง,Snak,,N,,,,,,,0,8851004104056,,,N,Y,70,,,Y
ปูนาดอง,10967,ปูนาดอง,FROZEN,,N,,,,,,,400,,,,Y,Y,700,-1.000,,Y
ผงกะหรี่ขวดตราปืนไขว้-50-กรัม,10179,ผงกะหรี่ขวดตราปืนไขว้ 50 กรัม,ผงปรุงรส,,N,,,,,,,0,8850336240036,,,Y,Y,395,36.000,0.000,Y
ผงขมิ้นตรามือ-50-กรัม,10180,ผงขมิ้นตรามือ 50 กรัม,เครื่องปรุง,,N,,,,,,,0,8850885381679,,,Y,Y,245,17.000,0.000,Y
ผงชูรสอายิโนะโมะโต๊ะ-500-กรัม,10276,ผงชูรสอายิโนะโมะโต๊ะ 500 กรัม,ผงปรุงรส,,N,,,,,,,339,8850250015017,,,Y,Y,530,39.000,,Y
ผงชูรสเวียดนาม,10365,ผงชูรสเวียดนาม,สินค้าเวียดนาม,,N,,,,,,,243,8936186340390,,,Y,Y,353,5.000,,Y
ผงชูรส調味料,10584,ผงชูรส調味料250กรัม,เครื่องปรุง,,N,,,,,,,0,8850250014980,,,Y,Y,250,-2.000,,Y
ผงทำสังขยากลิ่นใบเตย,10137,ผงทำสังขยากลิ่นใบเตย,วัตถุดิบของหวาน,,N,,,,,,,240,8850030118112,,,Y,Y,380,6.000,,Y
lobo-ผงแหนม,10050,ผงทำแหนม Lobo 70g,เครื่องแกง,,N,,,,,,,280,8850030110918,,,Y,Y,380,19.000,0.000,Y
ผงปรุงอาหารรสหมู-รสดี-70-กรัม,10167,ผงปรุงอาหารรสหมู รสดี 70 กรัม,ผงปรุงรส,,N,,,,,,,84,8850250010937,,,Y,Y,180,86.000,,Y
ผงปรุงอาหารรสไก่-รสดี-155-กรัม,10161,ผงปรุงอาหารรสไก่ รสดี 155 กรัม,ผงปรุงรส,,N,,,,,,,0,8850250010982,,,Y,Y,280,1.000,0.000,Y
ผงพิเศษ(pises-powder),10076,ผงพิเศษ(PISES POWDER),Cosmetic,,N,,,,,,,0,8854746009993,,,Y,Y,200,22.000,0.000,Y
ผงฟู-baking-powder,10508,ผงฟู BAKING POWDER,,,N,,,,,,,0,8850297100929,,,Y,Y,160,0.000,0.000,Y
ผงมะนาว-ฟ้าไทยライムテンプン,10132,ผงมะนาว ฟ้าไทยライムテンプン,ผงปรุงรส,,N,,,,,,,1680,8854334004102,,,Y,Y,340,0.000,0.000,Y
ผงรสมะนาว-คนอร์-22-กรัม,10154,ผงรสมะนาว คนอร์ 22 กรัม,ผงปรุงรส,,N,,,,,,,83,8850144231875,,,Y,Y,150,8.000,0.000,Y
ผงรสมะนาว-คนอร์-67-กรัม,10153,ผงรสมะนาว คนอร์ 67 กรัม,ผงปรุงรส,,N,,,,,,,308,8850144213673,,,Y,Y,435,10.000,,Y
ผงวุ้น-ตราโบว์,10935,ผงวุ้น ตราโบว์,เครื่องปรุง,,N,,,,,,,0,8856001000035,,,Y,Y,480,10.000,,Y
ผงวุ้น,10106,ผงวุ้น นางเงือก 25g,วัตถุดิบของหวาน,,N,,,,,,,313,8850284913211,,,Y,Y,480,6.000,,Y
ผงวุ้น5ดาว,10936,ผงวุ้น5ดาว,เครื่องปรุง,,N,,,,,,,0,8856001000219,,,Y,Y,480,13.000,,Y
ผงวุ้นกะทิ-โลโบ,10136,ผงวุ้นกะทิ โลโบ,วัตถุดิบของหวาน,,N,,,,,,,0,8850030118211,,,Y,Y,350,10.000,0.000,Y
ผงสามเกลอ(thai-spices-mix),10836,ผงสามเกลอ(THAI SPICES MIX),เครื่องปรุง,,N,,,,,,,280,,,,Y,Y,380,16.000,0.000,Y
ผงหมักสะเต๊ะโลโบsatay-seasoning-mix,10534,ผงหมักสะเต๊ะโลโบSatay Seasoning Mix,เครื่องปรุง,,N,,,,,,,0,8850030112110,,,Y,Y,270,6.000,0.000,Y
ผมทำน้ำก๋วยเตี๋ยวเรือสำเร็จรูป-208-กรัม,10152,ผมทำน้ำก๋วยเตี๋ยวเรือสำเร็จรูป 208 กรัม,ผงปรุงรส,,N,,,,,,,354,8856241000055,,,Y,Y,550,21.000,,Y
ผลไม้ดอง,10637,ผลไม้ดอง,ของดอง,,N,,,,,,,600,,,,Y,Y,800,11.000,,Y
ผักกาด,11022,ผักกาด,ของสด,,N,,,,,,,142,,,,Y,Y,300,0.000,,Y
ผักกาดดอง,10703,ผักกาดดอง,ของดอง,,N,,,,,,,400,,,,Y,Y,500,0.000,0.000,Y
ผักกาดดองเค็ม,10371,ผักกาดดองเค็ม,หมวดกระป๋อง,,N,,,,,,,0,8850035000214,,,Y,Y,330,3.000,0.000,Y
ผักกาดดองเปรี้ยว,10348,ผักกาดดองเปรี้ยว,เครื่องปรุง,,N,,,,,,,359,8855361000082,,,Y,Y,560,1.000,,Y
ผักกาดดองเปรี้ยว-1,10372,ผักกาดดองเปรี้ยว,หมวดกระป๋อง,,N,,,,,,,0,8850134304114,,,Y,Y,650,0.000,0.000,Y
ผักกาดดองเวปรี้ยวถุง,11112,ผักกาดดองเวปรี้ยวถุง,ของดอง,,N,,,,,,,372,8858265000875,,,Y,Y,530,11.000,,Y
ผักขี้เหล็ก(แช่แข็ง),10880,ผักขี้เหล็ก(แช่แข็ง),FROZEN,,N,,,,,,,500,,,,Y,Y,850,5.000,0.000,Y
ผักคน้า,10729,ผักคะน้า,ของสด,,N,,,,,,,200,,,,Y,Y,500,0.000,,Y
ผักชะอม,10281,ผักชะอม,ของสด,,N,,,,,,,380,,,,Y,Y,580,1.000,,Y
ผักชี,10640,ผักชี,ของสด,,N,,,,,,,200,,,,Y,Y,350,6.000,,Y
ผักชีฝรั่ง,10977,ผักชีฝรั่ง,ของสด,,N,,,,,,,320,,,,Y,Y,498,1.000,,Y
ผักชีลาว,10728,ผักชีลาว,ของสด,,N,,,,,,,4400,,,,Y,Y,350,0.000,,Y
ผักบุ้ง-1,10980,ผักบุ้ง,ของสด,,N,,,,,,,100,,,,Y,Y,250,7.000,,Y
ผักสะเดา(แช่แข็ง),10881,ผักสะเดา(แช่แข็ง),FROZEN,,N,,,,,,,500,,,,Y,Y,850,5.000,0.000,Y
ผ้าขี้ริ้ววัว,10146,ผ้าขี้ริ้ววัว,FROZEN,,N,,,,,,,700,,,,Y,Y,900,-1.000,0.000,Y
พริกข้าวซอย-แม่น้อย,10048.,พริกข้าวซอย แม่น้อย 80g,เครื่องแกง,,N,,,,,,,0,8859318800299,,,Y,Y,190,8.000,,Y
พริกขี้หนูสวนป่น-ไร่ทิพย์-100-กรัม,10189,พริกขี้หนูสวนป่น ไร่ทิพย์ 100 กรัม,เครื่องปรุง,,N,,,,,,,292,8851683001608,,,Y,Y,430,52.000,,Y
พริกขี้หนูแห้ง,11037,พริกขี้หนูแห้ง,เครื่องปรุง,,N,,,,,,,0,,,,Y,Y,100,20.000,,Y
พริกน้ำเงี้ยว-ชนิดไม่ผัด,10135,พริกน้ำเงี้ยว ชนิดไม่ผัด 80g,เครื่องแกง,,N,,,,,,,0,8859318800091,,,Y,Y,365,0.000,,Y
พริกน้ำเงี้ยว-แม่น้อย,10134,พริกน้ำเงี้ยว แม่น้อย 500g,เครื่องแกง,,N,,,,,,,303,8859318800114,,,Y,Y,1350,3.000,,Y
พริกน้ำเงี้ยว,10047,พริกน้ำเงี้ยว แม่น้อย 80g,เครื่องแกง,,N,,,,,,,264,8859318800121,,,Y,Y,380,0.000,,Y
พริกลาบเล็ก,11055,พริกลาบเล็ก,เครื่องปรุง,,N,,,,,,,110,,,,Y,Y,200,10.000,,Y
พริกลาบใหญ่,11056,พริกลาบใหญ่,เครื่องปรุง,,N,,,,,,,770,,,,Y,Y,1000,4.000,,Y
พริกหม่าล่า-แม่หน้อย-50-กรัม,11110,พริกหม่าล่า แม่หน้อย 50 กรัม,เครื่องปรุง,,N,,,,,,,300,8859318820211,,,Y,Y,390,2.000,,Y
พริกหม่าล่าแม่น้อย-250-กรัม,11111,พริกหม่าล่าแม่น้อย 250 กรัม,เครื่องปรุง,,N,,,,,,,800,8859318820228,,,Y,Y,1300,4.000,,Y
พริกแกงส้ม-แม่พลอย,10065,พริกแกงส้ม แม่พลอย,เครื่องแกง,,N,,,,,,,108,044738102391,,,Y,Y,250,24.000,0.000,Y
พริกแกงฮังเล-เม็งราย,10655,พริกแกงฮังเล เม็งราย,เครื่องแกง,,N,,,,,,,247,,,,Y,Y,350,11.000,0.000,Y
พริกแกงฮังเล-1,10084,พริกแกงฮังเล แม่น้อย 80g,เครื่องแกง,,N,,,,,,,219,8859318800312,,,Y,Y,350,10.000,,Y
พริกแกงเขียวหวาน--นิตยา,10328,พริกแกงเขียวหวาน  นิตยา,เครื่องปรุง,,N,,,,,,,538,8855237000048,,,Y,Y,830,9.000,0.000,Y
พริกแกงเขียวหวานแม่พลอย(กระปุก),10653,พริกแกงเขียวหวานแม่พลอย(กระปุก),เครื่องแกง,,N,,,,,,,418,044738102353,,,Y,Y,580,14.000,0.000,Y
พริกแกงแม่พลอย,10097,พริกแกงแม่พลอย,เครื่องปรุง,,N,,,,,,,418,044738102346,,,Y,Y,580,9.000,,Y
พริกแดงกาญจนา(赤とうがらし),10424,พริกแดงกาญจนา(赤とうがらし),FROZEN,,N,,,,,,,507,8858265000097,,,Y,Y,730,24.000,,Y
พริกแดงตลาดไท(.赤とうがらし),10425,พริกแดงตลาดไท(.赤とうがらし),FROZEN,,N,,,,,,,0,8858771600200,,,Y,Y,803,3.000,0.000,Y
พริกแห้ง乾燥唐辛子,10045,พริกแห้ง乾燥唐辛子,ของตากแห้ง,,N,,,,,,,468,,,,Y,Y,680,8.000,,Y
พริกแห้ง乾燥唐辛子500g,10051,พริกแห้ง乾燥唐辛子500g,ของตากแห้ง,,N,,,,,,,1034,8858265000059,,,Y,Y,1550,9.000,0.000,Y
เม็ดพริกไทยขาว-ไร่ทิพย์,10511,พริกไทยขาว ไร่ทิพย์,ของตากแห้ง,,N,,,,,,,99,8851683004937,,,Y,Y,200,55.000,0.000,Y
พริกไทยขาวป่น-ข้าวทอง,10572,พริกไทยขาวป่น ข้าวทอง,,,N,,,,,,,118,8851483610512,,,Y,Y,165,21.000,,Y
พริกไทยขาวป่น-จันทร์-50-กรัม,10182,พริกไทยขาวป่น จันทร์ 50 กรัม,เครื่องปรุง,,N,,,,,,,300,8851683000533,,,Y,Y,380,-1.000,,Y
พริกไทยดำ(เม็ด),10794,พริกไทยดำ(เม็ด),เครื่องแกง,,N,,,,,,,99,8851683004944,,,Y,Y,200,63.000,0.000,Y
พริกไทยไร่ทิพย์-60กรัม,10954,พริกไทยไร่ทิพย์ 60กรัม,เครื่องปรุง,,N,,,,,,,280,8851683002667,,,Y,Y,380,1.000,0.000,Y
พรีม,10944,พรีม,,,N,,,,,,,0,8851473009852,,,Y,Y,2000,9.000,0.000,Y
พอนด์ส-เพอร์เฟค-เรเดียนช์-บีบี,10484,พอนด์ส เพอร์เฟค เรเดียนช์ บีบี,Cosmetic,,N,,,,,,,0,8851932301572,,,Y,Y,450,-2.000,,Y
พอนด์ส-ไบรท์-มิราเคิล,10933,พอนด์ส ไบรท์ มิราเคิล,Cosmetic,,N,,,,,,,0,8851932461283,,,Y,Y,300,6.000,0.000,Y
พอนด์ส-ไบรท์-มิราเคิล-อัลทิเมท-เลาริตี้-เดย์-ครีม,10549,พอนด์ส ไบรท์ มิราเคิล อัลทิเมท เลาริตี้ เดย์ ครีม,,,N,,,,,,,0,4800888193940,,,Y,Y,120,-1.000,0.000,Y
พุทราอบแห้ง,10568,พุทราอบแห้ง,ของตากแห้ง,,N,,,,,,,468,6949751200830,,,Y,Y,680,12.000,,Y
ผงทำซุปน้ำใส-ฟ้าไทย-165-กรัม,10151,ฟ้าไทย ผงทำซุปน้ำใส 165 กรัม,ผงปรุงรส,,N,,,,,,,285,8854334002764,,,Y,Y,380,-1.000,,Y
ฟ้าไทยผงทำซุปน้ำข้น,11103,ฟ้าไทยผงทำซุปน้ำข้น,เครื่องปรุง,,N,,,,,,,198,8854334002771,,,Y,Y,380,32.000,,Y
ฟ้าไทยผงทำซุปน้ำใส,11104,ฟ้าไทยผงทำซุปน้ำใส,เครื่องปรุง,,N,,,,,,,198,8854334002764,,,Y,Y,380,28.000,,Y
ฟ้าไทยผงทำซุปน้ำใส-1,11105,ฟ้าไทยผงทำซุปน้ำใส,เครื่องปรุง,,N,,,,,,,198,8854334002764,,,Y,Y,380,33.000,,Y
ฟ้าไทยผงทำน้ำซุปน้ำข้น,10616,ฟ้าไทยผงทำน้ำซุปน้ำข้น,เครื่องปรุง,,N,,,,,,,6190,18533343,,,Y,Y,270,50.000,0.000,Y
มะกอกป่า(東タマゴノキ),10399,มะกอกป่า(東タマゴノキ),FROZEN,,N,,,,,,,7200,8858771600583,,,Y,Y,535,3.000,0.000,Y
มะกอกป่ากาญจนา(生オリーブ(マコッパー),10411,มะกอกป่ากาญจนา(生オリーブ(マコッパー),FROZEN,,N,,,,,,,5880,8858265000424,,,Y,Y,330,12.000,0.000,Y
มะกอกป่าตลาดไทย,11092,มะกอกป่าตลาดไทย,,,N,,,,,,,488,8859873200275,,,Y,Y,650,49.000,,Y
มะขามจิ๊ดจ๊าด(รสบ๊วย),10912,มะขามจิ๊ดจ๊าด(รสบ๊วย),Snak,,N,,,,,,,450,8858393000143,,,Y,Y,650,1.000,0.000,Y
มะขามจิ๊ดจ๊าดโบราณ,10733,มะขามจิ๊ดจ๊าดโบราณ,ขนม,,N,,,,,,,450,8858393000136,,,Y,Y,650,-4.000,0.000,Y
มะขามเปียก-ไม่มีก้าน,10046,มะขามเปียก ไม่มีก้าน,เครื่องแกง,,N,,,,,,,420,8858265000080,,,Y,Y,620,11.000,0.000,Y
มะขามแช่อิ่ม,10841,มะขามแช่อิ่ม,ของดอง,,N,,,,,,,900,,,,Y,Y,1350,3.000,0.000,Y
มะพร้าว(แบบลูก)若いココナッツ,10238,มะพร้าว(แบบลูก)若いココナッツ,ของสด,,N,,,,,,,340,8930000000279,,,Y,Y,500,11.000,,Y
มะพร้าวขูดเส้น-frozen-shredded-coconut,11015,มะพร้าวขูดเส้น FROZEN SHREDDED COCONUT,FROZEN,,N,,,,,,,0,8930000000316,,,Y,Y,390,32.000,,Y
มะพร้าวขูดแช่แข็งココナッツの果肉おろし,10421,มะพร้าวขูดแช่แข็งココナッツの果肉おろし,FROZEN,,N,,,,,,,446,8858265000615,,,Y,Y,650,0.000,0.000,Y
มะพร้าวอ่อนหั่น-dừa-non-cắt-sợifrozen-shredded-young-coconut,10904,มะพร้าวอ่อนหั่น DỪA NON CẮT SỢIFrozen Shredded Young Coconut,สินค้าเวียดนาม,,N,,,,,,,0,4580781010116,,,Y,Y,350,63.000,0.000,Y
มะพร้าวเผาโฟโค(กล่อง),10724,มะพร้าวเผาโฟโค(กล่อง),เครื่องดื่ม,,N,,,,,,,0,016229908560,,,Y,Y,4100,0.000,0.000,Y
มะม่วงกวนอบแห้ง(วรพร)traditional-thai-mango-sheets,10736,มะม่วงกวนอบแห้ง(วรพร)Traditional Thai Mango sheets,ขนม,,N,,,,,,,500,8851101991580,,,Y,Y,650,2.000,0.000,Y
มะม่วงแช่อิ่ม-พริกเกลือ(วราพร)thai-pickled-mangodip,10764,มะม่วงดอง พริกเกลือ(ชาววัง)ThaI Pickled MangoDip,ของดอง,,N,,,,,,,0,8851101993195,,,Y,Y,1000,1.000,,Y
มะม่วงสด,10894,มะม่วงสด,ของสด,,N,,,,,,,0,,,,Y,Y,variable,9.000,,Y
มะยมเสียบไม้,10652,มะยมเสียบไม้,Snak,,N,,,,,,,0,,,,Y,Y,450,1.000,0.000,Y
มะรุม,11047,มะรุม,FROZEN,,N,,,,,,,440,19134817,,,Y,Y,685,15.000,,Y
มะเขือ,10999,มะเขือ,ของสด,,N,,,,,,,350,,,,Y,Y,500,1.000,,Y
มะเขือพวง(スズメナス),10407,มะเขือพวง(スズメナス),FROZEN,,N,,,,,,,0,8858265000394,,,Y,Y,350,-1.000,0.000,Y
มะเขือม่วง,11042,มะเขือม่วง,ของสด,,N,,,,,,,280,,,,Y,Y,380,2.000,,Y
มะแขว่น香辛料(マックエン),10485,มะแขว่น香辛料(マックエン),ของตากแห้ง,,N,,,,,,,0,8858265000981,,,Y,Y,150,2.000,0.000,Y
มัฟฟินไข่,11080,มัฟฟินไข่,ขนม,,N,,,,,,,218,18892422,,,Y,Y,285,10.000,,Y
มัฟฟินไข่-1,11087,มัฟฟินไข่,ขนม,,N,,,,,,,0,4978323200604,,,Y,Y,285,4.000,,Y
มาม่า-หมูน้ำตก,10971,มาม่า หมูน้ำตก,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,0,8850987128035,,,Y,Y,588,3.000,0.000,Y
มาม่าครับต้มยำรสกุ้ง,10437,มาม่าครับต้มยำรสกุ้ง,บะหมี่กึ่งสำเร็จรูป,,N,,,,,,,6480,8850987101489,,,Y,Y,200,3.000,0.000,Y
